date,firm,n,sd,source,FDP,GRUENE,LINKE,others,SPD,Union,AfD
2017-06-06,"INSA YouGov",2037,0.021,NA,9,7,11,4,23,38,8
2017-06-06,Civey,10084,0.009,http://www.spiegel.de/politik/updateumfragen/cdu-und-csu-bauen-vorsprung-zur-spd-in-umfrage-deutlich-aus-spon-wahltrend-a-1150839.html,7.9,7.3,8.5,5.1,24.6,37.7,8.9
2017-06-07,"Infratest dimap",1503,0.025,NA,10,7,8,4,24,38,9
2017-06-07,Emnid,1398,0.026,NA,7,8,9,4,25,39,8
2017-06-09,Forsa,2004,0.021,NA,9,8,8,6,24,38,7
2017-06-12,IPSOS,1054,0.029,NA,7,7,8,4,26,38,9
2017-06-12,"INSA YouGov",2051,0.021,NA,9,6.5,11,3.5,23.5,37.5,9
2017-06-13,"Infratest dimap",1018,0.03,NA,9,7,8,5,24,39,8
2017-06-13,Emnid,2054,0.021,NA,7,7,9,5,25,39,8
2017-06-13,Civey,10076,0.025,http://www.spiegel.de/politik/deutschland/cdu-und-csu-verlieren-leicht-die-linke-drittstaerkste-kraft-spon-wahltrend-a-1151907.html,8.7,7.7,9.3,4.9,24.4,36.5,8.5
2017-06-15,Allensbach,1437,0.025,NA,10.5,7,8.5,3.5,24,40,6.5
2017-06-16,Forsa,2505,0.019,NA,8,8,10,5,23,39,7
2017-06-19,"INSA YouGov",2040,0.021,NA,9,6.5,11,3,25,36.5,9
2017-06-20,Civey,10091,0.025,NA,9.1,8,9,5.4,23.1,37.6,7.8
2017-06-21,Emnid,1363,0.026,NA,7,8,9,5,24,39,8
2017-06-22,YouGov,1523,0.024,NA,9,8,10,5,25,36,7
2017-06-22,"FG Wahlen",1261,0.027,NA,8,8,9,4,25,39,7
2017-06-23,Forsa,2502,0.019,NA,7,9,9,5,23,40,7
2017-06-24,Emnid,936,0.031,NA,8,8,9,5,24,39,7
2017-06-26,Ipsos,1052,0.029,NA,8,7,8,4,25,39,9
2017-06-26,"INSA YouGov",2056,0.021,NA,9,6.5,10,3,26,37,8.5
2017-06-27,Civey,10000,0.025,NA,9.4,7.5,9.2,4.2,23.4,38.6,7.7
2017-06-28,YouGov,2000,0.021,NA,8,8,9,4,25,38,8
2017-06-28,Forsa,1507,0.025,NA,8,9,9,4,23,40,7
2017-06-30,Forsa,2503,0.019,NA,8,8,9,6,23,39,7
2017-07-03,"INSA YouGov",2044,0.021,NA,9,6.5,10.5,3.5,25,36.5,9
2017-07-04,Civey,10149,0.025,http://www.spiegel.de/politik/deutschland/bundestagswahl-spd-holt-im-spon-wahltrend-auf-a-1155838.html,8,6.9,9.2,4.5,25.2,38.7,7.5
2017-07-05,"Infratest dimap",1500,0.025,NA,9,8,9,3,23,39,9
2017-07-05,GMS,1009,0.03,NA,9,9,8,5,23,39,7
2017-07-05,Emnid,1878,0.022,NA,8,8,9,5,25,38,7
2017-07-06,"FG Wahlen",1321,0.026,NA,8,8,9,4,24,40,7
2017-07-07,Forsa,2501,0.019,NA,8,8,9,6,22,39,8
2017-07-10,"INSA YouGov",2009,0.021,NA,9,6.5,9.5,4.5,25,36,9.5
2017-07-11,IPSOS,1047,0.03,NA,8,7,8,4,26,39,8
2017-07-11,Civey,10170,0.025,NA,8.6,6.9,9,4.4,24.3,38.6,8.2
2017-07-12,YouGov,1980,0.021,NA,9,8,9,4,24,38,8
2017-07-12,Emnid,1263,0.027,NA,7,8,9,5,25,38,8
2017-07-12,Allensbach,1403,0.026,NA,9,7,9,3.5,25,39.5,7
2017-07-14,Forsa,2502,0.019,NA,8,8,9,6,22,40,7
2017-07-17,"INSA YouGov",2026,0.021,NA,8.5,6.5,9.5,4.5,25,36,10
2017-07-18,Civey,10171,0.025,http://www.spiegel.de/politik/deutschland/infrastruktur-86-prozent-der-deutschen-halten-investitionen-fuer-zu-niedrig-spon-wahltrend-a-1158483.html,9.2,7.3,9.4,4.6,23.8,37.3,8.4
2017-07-19,Emnid,2349,0.02,NA,8,8,9,4,25,38,8
2017-07-20,"FG Wahlen",1277,0.027,NA,8,8,8,4,24,40,8
2017-07-21,Forsa,2507,0.019,NA,8,8,9,6,22,40,7
2017-07-24,"INSA YouGov",2009,0.021,NA,8.5,6.5,10.5,3,25,37.5,9
2017-07-25,YouGov,2000,0.021,NA,9,7,9,4,25,38,8
2017-07-25,Civey,10208,0.025,NA,9.3,6.4,8.5,4.5,24.6,39.7,7
2017-07-26,"Infratest dimap",1004,0.03,NA,8,8,8,4,23,40,9
2017-07-26,Emnid,1921,0.022,NA,8,8,9,4,24,38,9
2017-07-28,Forsa,2501,0.019,NA,8,8,8,6,22,40,8
2017-07-31,"INSA YouGov",2046,0.021,NA,9,7,10,3,24.5,37,9.5
2017-08-01,YouGov,2000,0.021,NA,9,7,9,5,25,37,8
2017-08-01,Civey,10122,0.025,NA,9,7.4,9,4.4,23.8,38.3,8.1
2017-08-02,Emnid,2453,0.019,NA,8,8,10,5,23,38,8
2017-08-04,Forsa,2503,0.019,NA,7,8,8,6,23,40,8
2017-08-07,"INSA YouGov",2046,0.021,NA,9,6.5,10.5,3,25,37,9
2017-08-08,YouGov,1513,0.024,NA,9,6,9,5,24,38,9
2017-08-08,"Infratest dimap",1505,0.025,NA,8,8,9,4,24,39,8
2017-08-08,Civey,10226,0.025,NA,8.9,8.2,9.8,3.9,22.4,38.1,8.7
2017-08-09,Emnid,1886,0.022,NA,8,7,10,5,24,38,8
2017-08-10,"FG Wahlen",1352,0.026,NA,8,8,8,4,24,40,8
2017-08-11,Forsa,2507,0.019,NA,8,8,9,5,23,39,8
2017-08-14,"INSA YouGov",2025,0.021,NA,9,7,9,3,25,37,10
2017-08-15,YouGov,1538,0.024,NA,9,7,9,4,25,37,9
2017-08-15,GMS,1007,0.03,NA,9,8,8,6,22,40,7
2017-08-15,Civey,10259,0.025,http://www.spiegel.de/politik/deutschland/spon-wahltrend-spd-erholt-sich-leicht-a-1162922.html,8.7,7.6,9.1,4.3,24.1,37.8,8.4
2017-08-16,Emnid,1426,0.025,NA,8,8,9,5,24,39,7
2017-08-17,Allensbach,1421,0.025,NA,10,7.5,8,4,24,39.5,7
2017-08-18,Forsa,2501,0.019,NA,8,7,9,5,24,38,9
2017-08-21,"INSA YouGov",2036,0.021,NA,9,7,9,3,24,38,10
2017-08-22,YouGov,1520,0.024,NA,8,7,9,5,25,37,9
2017-08-22,Civey,10088,0.025,http://www.spiegel.de/politik/ausland/bundestagswahl-union-haelt-spd-auf-abstand-spon-wahltrend-a-1164052.html,8.3,8,9,4.2,24.8,38.1,7.6
2017-08-23,"Infratest dimap",1035,0.03,NA,9,8,9,4,22,38,10
2017-08-23,Emnid,1979,0.021,NA,9,7,9,6,23,38,8
2017-08-24,"FG Wahlen",1283,0.027,NA,9,8,9,4,22,39,9
2017-08-25,Forsa,2501,0.019,NA,8,7,9,5,24,38,9
2017-08-28,"Trend Research Hamburg",1049,0.029,http://www.wahlrecht.de/umfragen/weitere-umfragen.htm,9,6,9,5,23,38,10
2017-08-28,"INSA YouGov",2034,0.021,NA,8,6.5,10,4.5,24,37,10
2017-08-29,YouGov,1557,0.024,NA,7,7,10,5,25,36,10
2017-08-29,Civey,10112,0.025,http://www.spiegel.de/politik/deutschland/spon-wahltrend-welche-koalition-sich-die-deutschen-wuenschen-a-1165133.html,9.6,7.6,9.2,4.5,22.9,37.6,8.6
2017-08-30,"Infratest dimap",1411,0.025,NA,8,8,9,4,23,37,11
2017-08-30,Emnid,1889,0.022,NA,8,8,9,5,24,38,8
2017-08-31,"FG Wahlen",1309,0.026,NA,10,8,9,4,22,39,8
2017-08-31,Allensbach,1043,0.03,NA,10,7.5,8,4,24,38.5,8
2017-09-01,Forsa,2503,0.019,NA,8,8,9,5,23,38,9
2017-09-04,"INSA YouGov",2048,0.021,NA,8.5,6.5,10,4.5,23.5,36.5,10.5
2017-09-05,Civey,10134,0.025,http://www.spiegel.de/politik/deutschland/bundestagwahl-2017-union-verliert-bei-den-jungen-spon-wahltrend-a-1166217.html,8.7,7.7,9.1,4.1,24.1,38.1,8.2
2017-09-06,YouGov,1617,0.023,NA,9,7,9,6,24,34,11
2017-09-06,"Trend Research Hamburg",1045,0.029,http://www.wahlrecht.de/umfragen/weitere-umfragen.htm,8,7,10,4,24,37,10
2017-09-06,"Infratest dimap",1503,0.024,NA,9,8,10,4,21,37,11
2017-09-06,GMS,1012,0.03,NA,10,9,9,4,22,38,8
2017-09-06,Emnid,1869,0.022,NA,8,8,9,5,24,37,9
2017-09-07,"FG Wahlen",1378,0.026,NA,9,8,9,5,22,38,9
2017-09-08,Forsa,2505,0.019,NA,8,8,10,5,23,37,9
2017-09-11,"INSA YouGov",2054,0.021,NA,9,6,10.5,3.5,23.5,36.5,11
2017-09-12,YouGov,1600,0.024,NA,9,8,10,4,23,36,10
2017-09-12,"Trend Research Hamburg",1042,0.029,NA,9,7,10,4,22,36,11
2017-09-12,Civey,10033,0.025,http://www.spiegel.de/politik/deutschland/bundestagswahl-2017-spd-verliert-punktet-nicht-beim-sozialen-a-1167273.html,9.1,8.2,9.3,4.6,22.1,38.2,8.5
2017-09-13,"Infratest dimap",1503,0.024,NA,9.5,7.5,9,5,20,37,12
2017-09-13,Emnid,1888,0.022,NA,9,8,10,4,22,36,11
2017-09-14,"FG Wahlen",1383,0.025,NA,10,8,9,4,23,36,10
2017-09-14,Allensbach,1083,0.029,NA,11,8,9,5,22,36.5,10
2017-09-15,Forsa,2501,0.019,NA,9,8,10,5,23,36,9
2017-09-18,"INSA YouGov",2042,0.021,NA,9,7,11,4,22,36,11
2017-09-19,YouGov,1862,0.022,NA,9,7,10,5,23,36,10
2017-09-19,Civey,10021,0.025,http://www.spiegel.de/politik/deutschland/spon-wahltrend-kleine-parteien-legen-zu-bis-auf-die-gruenen-a-1168703.html,9.6,7.6,9.6,4.3,21.9,35.9,11.1
2017-09-20,GMS,1004,0.03,NA,9,8,9,5,22,37,10
2017-09-21,Forsa,2006,0.021,NA,9.5,7,9.5,5,22,36,11
2017-09-21,"FG Wahlen",1725,0.023,NA,10,8,8.5,5,21.5,36,11
2017-09-21,Emnid,1994,0.021,NA,9,8,10,5,22,35,11
2017-09-22,"INSA YouGov",2000,0.021,NA,9,8,11,4,21,34,13
2017-09-27,Emnid,1038,0.029,NA,11,10,10,3,21,33,12
2017-09-28,"INSA YouGov",1071,0.028,NA,12,10,9,4,21,31,13
2017-09-28,"FG Wahlen",1425,0.024,NA,10,11,10,4,21,32,12
2017-09-29,Forsa,2005,0.02,NA,11,10,10,5,20,32,12
2017-10-04,Emnid,1490,0.024,NA,10,9,10,5,22,32,12
2017-10-06,Forsa,2001,0.02,NA,11,11,9,5,20,32,12
2017-10-09,"INSA YouGov",2015,0.02,NA,11,9,9,4,22,32,13
2017-10-11,Emnid,1960,0.02,NA,11,10,10,5,21,31,12
2017-10-12,"FG Wahlen",1180,0.026,NA,11,11,10,4,21,31,12
2017-10-13,Forsa,2501,0.018,NA,11,11,9,5,20,32,12
2017-10-16,"INSA YouGov",2011,0.02,NA,10,9.5,9,5,21.5,32,13
2017-10-18,"Infratest dimap",1026,0.028,NA,12,11,9,4,21,31,12
2017-10-18,GMS,1005,0.029,NA,12,9,10,4,21,31,13
2017-10-18,Emnid,2304,0.019,NA,11,10,9,5,21,32,12
2017-10-19,Allensbach,1454,0.024,NA,12,9.5,9,4,20.5,33,12
2017-10-20,Forsa,2503,0.018,NA,11,10,10,5,22,31,11
2017-10-24,"INSA YouGov",1002,0.029,NA,10,9,10,4,21,33,13
2017-10-25,Emnid,2296,0.019,NA,11,10,9,5,22,31,12
2017-10-26,"FG Wahlen",1325,0.025,NA,10,11,9,4,21,33,12
2017-10-27,Forsa,2500,0.018,NA,11,11,9,5,20,33,11
2017-10-28,"INSA YouGov",1024,0.028,NA,11,10,10,4,21,31,13
2017-10-30,Emnid,1476,0.024,NA,10,11,10,5,21,31,12
2017-11-03,Forsa,2005,0.02,NA,11,10,9,5,21,32,12
2017-11-06,"INSA YouGov",2023,0.02,NA,10.5,8.5,10.5,4,22,31,13.5
2017-11-06,Civey,10012,0.025,http://www.spiegel.de/politik/deutschland/spon-wahltrend-bundestagsneuwahlen-wuerden-kaum-etwas-veraendern-a-1176655.html,11,10.2,9.4,4.3,20.4,31,13.7
2017-11-08,"Infratest dimap",1505,0.023,NA,12,11,9,4,21,30,13
2017-11-08,Emnid,1392,0.024,NA,11,10,10,4,22,30,13
2017-11-10,Forsa,2506,0.018,NA,12,10,9,5,20,32,12
2017-11-13,"INSA YouGov",2049,0.02,NA,10.5,9,10.5,4.5,20,32,13.5
2017-11-15,"Infratest dimap",1382,0.024,NA,11,11,10,4,21,31,12
2017-11-15,Emnid,1842,0.021,NA,10,11,9,5,21,31,13
2017-11-16,"FG Wahlen",1303,0.026,NA,10,12,9,4,21,33,11
2017-11-20,"INSA YouGov",1034,0.028,NA,11,10,11,3,21,30,14
2017-11-20,"Infratest dimap",1011,0.029,NA,10,11,10,4,22,32,11
2017-11-20,Forsa,1789,0.021,NA,10,12,9,5,21,31,12
2017-11-21,Civey,5044,0.025,http://www.spiegel.de/politik/deutschland/fdp-legt-im-spon-wahltrend-zu-cdu-csu-fallen-unter-30-prozent-a-1179576.html,13.2,11.9,8.4,4.1,19.5,29.2,13.6
2017-11-22,"INSA YouGov",1069,0.028,NA,10,10,10,3,22,32,13
2017-11-23,Emnid,1225,0.026,NA,9,10,10,5,22,33,11
2017-11-24,Forsa,2508,0.018,NA,10,12,9,6,19,33,11
2017-11-27,"INSA YouGov",2003,0.02,NA,10,10,10,3,22,32,13
2017-11-27,Allensbach,1299,0.026,NA,10,11,9,4.5,21.5,33,11
2017-11-28,Civey,10024,0.025,NA,13.1,11,8.9,4.3,20.4,31.7,10.6
2017-11-29,Emnid,1888,0.021,NA,9,10,10,5,21,33,12
2017-12-01,GMS,1010,0.029,NA,10,10,10,4,21,32,13
2017-12-01,Forsa,2502,0.019,NA,8,13,9,6,20,34,10
2017-12-04,"INSA YouGov",2063,0.02,NA,10,10,11,3,22,31,13
2017-12-05,Civey,11936,0.025,NA,11.9,11,9.2,4.7,20.4,31.5,11.3
2017-12-06,"Infratest dimap",1504,0.024,NA,9,11,10,4,21,32,13
2017-12-06,Emnid,1880,0.021,NA,9,11,10,4,21,33,12
2017-12-07,"FG Wahlen",1353,0.025,NA,8,12,9,4,23,32,12
2017-12-10,Forsa,4066,0.015,NA,8,12,9,6,20,34,11
2017-12-11,"INSA YouGov",2013,0.02,NA,9,10.5,10.5,3.5,22,31,13.5
2017-12-13,"Infratest dimap",1029,0.029,NA,9,12,9,5,20,32,13
2017-12-13,Emnid,1865,0.021,NA,8,11,9,5,22,32,13
2017-12-14,Allensbach,1443,0.024,NA,10,11.5,9,3.5,21,34,11
2017-12-15,Forsa,2501,0.018,NA,8,12,10,6,20,33,12
2017-12-18,"INSA YouGov",2031,0.02,NA,9,10,11,4,21,31,14
2017-12-20,"INSA YouGov",2203,0.02,NA,10.5,9.5,10,3.5,20.5,33,13
2017-12-22,Forsa,2504,0.019,NA,8,12,10,5,19,34,12
2017-12-22,Emnid,1861,0.021,NA,8,11,10,5,21,33,12
2017-12-27,YouGov,1992,0.021,NA,9,10,10,4,21,33,13
2018-01-02,"INSA YouGov",2012,0.02,NA,10,10,11,4,19.5,32.5,13
2018-01-02,GMS,1005,0.029,NA,9,11,10,4,20,32,14
2018-01-03,"Infratest dimap",1506,0.024,NA,9,11,9,4,21,33,13
2018-01-03,Emnid,1440,0.024,NA,9,12,9,5,20,33,12
2018-01-05,Forsa,2003,0.021,NA,9,12,9,6,20,34,10
2018-01-08,"INSA YouGov",2028,0.02,NA,10,10,11,4.5,19.5,31.5,13.5
2018-01-08,Civey,11880,0.025,NA,9.3,11.1,9.9,4.8,19.3,31.1,14.5
2018-01-10,Emnid,1899,0.021,NA,8,11,9,4,21,34,13
2018-01-12,Forsa,2501,0.018,NA,9,12,9,6,20,33,11
2018-01-15,"INSA YouGov",2000,0.02,NA,9.5,10,11.5,5,18.5,31.5,14
2018-01-17,Emnid,1419,0.024,NA,8,10,10,5,21,33,13
2018-01-18,"FG Wahlen",1332,0.025,NA,8,12,10,5,20,33,12
2018-01-18,Allensbach,1221,0.027,NA,10,10.5,8.5,4,21,34,12
2018-01-19,Forsa,2501,0.019,NA,8,12,10,6,18,34,12
2018-01-22,"INSA YouGov",1169,0.027,NA,10,10,11,5.5,18,31.5,14
2018-01-22,Forsa,1282,0.026,NA,8,12,11,6,17,34,13
2018-01-23,YouGov,1566,0.023,https://yougov.de/news/2018/01/25/sonntagsfrage-spd-rutscht-unter-die-20-prozent-hur/,8,10,11,4,19,34,14
2018-01-24,"Infratest dimap",1043,0.029,NA,10,11,10,5,19,33,12
2018-01-24,Emnid,1513,0.024,NA,8,11,10,5,20,34,12
2018-01-26,Forsa,2505,0.019,NA,9,12,10,5,18,34,12
2018-01-29,"INSA YouGov",2073,0.02,NA,9,11,11,4,17.5,33.5,14
2018-01-31,"Infratest dimap",1502,0.024,NA,10,11,11,3,18,33,14
2018-01-31,Emnid,1247,0.026,NA,9,11,10,4,20,33,13
2018-02-01,"FG Wahlen",1302,0.025,NA,7,14,11,4,19,31,14
2018-02-02,Forsa,2507,0.018,NA,9,13,9,5,18,33,13
2018-02-05,"INSA YouGov",2034,0.02,NA,10,12.5,11,4,17,30.5,15
2018-02-07,GMS,1007,0.029,NA,9,13,9,5,18,32,14
2018-02-07,Emnid,1226,0.027,NA,9,11,9,5,20,34,12
2018-02-08,Forsa,1003,0.029,NA,10,13,10,5,18,31,13
2018-02-09,Forsa,NA,NA,NA,10,13,10,5,17,31,13
2018-02-12,"INSA YouGov",2608,0.018,NA,10.5,13,11.5,4,16.5,29.5,15
2018-02-13,Civey,11841,0.025,http://www.spiegel.de/politik/deutschland/spon-wahltrend-umfrage-sieht-spd-unter-17-prozent-a-1193286.html,9.3,12.8,10.2,4.8,16.4,33.3,13.2
2018-02-14,Emnid,1478,0.024,NA,9,11,10,4,19,33,14
2018-02-15,"Infratest dimap",1001,0.029,NA,9,13,11,3,16,33,15
2018-02-15,Allensbach,1271,0.026,NA,11,12,9.5,5,17.5,32,13
2018-02-16,Forsa,2501,0.019,NA,9,13,10,5,16,34,13
2018-02-19,"INSA YouGov",2040,0.02,NA,9,13,11,3.5,15.5,32,16
2018-02-20,Civey,11909,0.025,http://www.spiegel.de/politik/deutschland/spd-laut-spon-wahltrend-nur-noch-bei-ue65-waehlern-ueber-20-prozent-a-1194418.html,9.4,12.5,10,4.8,16.5,32.2,14.6
2018-02-21,"Infratest dimap",1052,0.029,NA,9,12,10,4,17,34,14
2018-02-21,Emnid,1985,0.021,NA,10,11,11,3,17,33,15
2018-02-22,"FG Wahlen",1360,0.025,NA,8,12,11,5,17,33,14
2018-02-23,Forsa,2506,0.019,NA,9,12,9,4,18,35,13
2018-02-26,"INSA YouGov",1063,0.028,NA,9,12,12,3,15.5,32.5,16
2018-02-27,Civey,11878,0.025,NA,8.1,12.6,10.4,5,18.1,33.7,12.1
2018-02-28,YouGov,1585,0.023,NA,8,12,12,4,16,32,16
2018-02-28,"Infratest dimap",1502,0.024,NA,9,11,9,4,18,34,15
2018-02-28,Emnid,1890,0.021,NA,9,12,11,4,16,33,15
2018-03-02,Forsa,2505,0.019,NA,9,12,9,4,18,35,13
2018-03-05,INSA,1052,0.028,NA,10,12,12,3,15,33,15
2018-03-05,Forsa,1502,0.024,NA,9,12,9,4,19,34,13
2018-03-07,Emnid,1869,0.021,NA,8,12,10,5,19,33,13
2018-03-09,Forsa,2507,0.019,NA,9,13,10,4,18,34,12
2018-03-12,"INSA YouGov",2033,0.02,NA,9.5,11,12,3,17.5,32,15
2018-03-14,Emnid,1959,0.021,NA,9,11,10,4,19,33,14
2018-03-15,"FG Wahlen",1214,0.026,NA,9,12,11,4,19,32,13
2018-03-15,Allensbach,1256,0.026,NA,10,11,10,3.5,19,34,12.5
2018-03-16,Forsa,2502,0.019,NA,8,11,10,5,19,34,13
2018-03-19,"INSA YouGov",2066,0.02,NA,10,10.5,12,3,17.5,32,15
2018-03-21,"Infratest dimap",1038,0.029,NA,9,12,10,4,19,33,13
2018-03-21,GMS,1003,0.029,NA,10,11,10,5,18,33,13
2018-03-21,Emnid,1972,0.021,NA,9,12,10,4,18,34,13
2018-03-23,Forsa,2502,0.018,NA,9,12,11,4,19,31,14
2018-03-26,"INSA YouGov",2051,0.02,NA,10,10.5,12,3,17,32.5,15
2018-03-27,YouGov,1579,0.023,http://www.wahlrecht.de/umfragen/yougov.htm,8,11,11,4,17,34,15
2018-03-27,Civey,11868,0.025,http://www.spiegel.de/politik/deutschland/cdu-csu-verliert-afd-legt-deutlich-zu-spon-wahltrend-a-1200091.html,9.3,11.9,10.5,4.5,17.2,31.2,15.4
2018-03-28,Emnid,1982,0.021,NA,8,12,11,5,18,34,12
2018-03-29,Forsa,2003,0.021,NA,9,12,10,5,18,33,13
2018-03-31,INSA,1074,0.028,NA,10,10,12,3,18,32,15
2018-04-04,pollytix,1386,0.024,http://www.wahlrecht.de/umfragen/weitere-umfragen.htm,10,10,11,5,19,30,15
2018-04-04,"Infratest dimap",1503,0.024,NA,9,12,10,4,18,33,14
2018-04-05,Emnid,1414,0.025,NA,8,12,11,5,17,34,13
2018-04-06,Forsa,2005,0.02,NA,9,11,10,5,20,32,13
2018-04-09,"INSA YouGov",2048,0.02,NA,9,11.5,12,3,17.5,31.5,15.5
2018-04-11,Emnid,1786,0.022,NA,9,11,11,4,18,33,14
2018-04-12,"FG Wahlen",1159,0.027,NA,8,14,9,4,19,33,13
2018-04-13,Forsa,2506,0.019,NA,9,12,10,4,19,34,13
2018-04-16,"INSA YouGov",2054,0.02,NA,9,11.5,11,3.5,18.5,31.5,15
2018-04-17,Allensbach,1279,0.026,NA,10,11,9,3.5,20.5,34,12
2018-04-18,"Infratest dimap",1039,0.028,NA,10,12,10,4,17,32,15
2018-04-18,Emnid,2437,0.019,NA,9,12,11,4,18,33,13
2018-04-20,Forsa,2506,0.019,NA,9,13,10,4,18,34,12
2018-04-23,"INSA YouGov",2091,0.02,NA,9,12,10.5,3,18,31.5,15.5
2018-04-24,YouGov,1573,0.023,https://d25d2506sfb94s.cloudfront.net/r/52/YouGov_RND_Wahlumfrage_VÖ_26.04.2018.pdf,9,12,10,4,18,32,15
2018-04-25,Emnid,2350,0.019,NA,9,12,11,4,18,32,14
2018-04-26,GMS,1005,0.029,NA,9,12,11,5,17,33,13
2018-04-26,"FG Wahlen",1285,0.026,NA,7,13,10,3,20,34,13
2018-04-27,Forsa,2507,0.019,NA,9,13,10,5,18,34,12
2018-04-30,"INSA YouGov",2097,0.02,NA,9,11.5,10.5,3.5,17,33,15.5
2018-05-02,Emnid,1507,0.024,NA,8,12,10,5,17,34,14
2018-05-04,Forsa,2003,0.021,NA,9,11,10,5,18,34,13
2018-05-07,"INSA YouGov",2065,0.02,NA,8.5,11.5,10.5,4.5,17,32.5,15.5
2018-05-08,"Infratest dimap",1507,0.024,NA,8,13,9,5,18,32,15
2018-05-08,Emnid,1489,0.024,NA,9,12,10,5,17,33,14
2018-05-08,Allensbach,1253,0.026,NA,9,11,10,4.5,20,34,11.5
2018-05-11,Forsa,2004,0.021,NA,8,13,10,5,17,34,13
2018-05-14,"INSA YouGov",2098,0.02,NA,8,11.5,11,4.5,17,32.5,15.5
2018-05-16,"Infratest dimap",1009,0.029,NA,8,13,10,5,17,33,14
2018-05-16,GMS,1003,0.029,NA,9,12,10,5,16,34,14
2018-05-16,Emnid,2030,0.02,NA,9,13,10,4,17,33,14
2018-05-17,"FG Wahlen",1200,0.027,NA,8,12,9,3,20,34,14
2018-05-18,Forsa,2502,0.018,NA,9,12,9,6,18,33,13
2018-05-22,"INSA YouGov",2044,0.02,NA,8,11.5,11,5,16.5,32.5,15.5
2018-05-23,Emnid,1946,0.021,NA,8,13,11,4,17,33,14
2018-05-25,Forsa,2002,0.021,NA,8,13,10,5,18,33,13
2018-05-28,"INSA YouGov",2062,0.02,NA,8,11.5,12,4,17,32,15.5
2018-05-29,YouGov,1556,0.023,http://www.wahlrecht.de/umfragen/yougov.htm,9,11,11,3,17,33,16
2018-05-29,Emnid,1397,0.024,NA,7,13,11,4,18,32,15
2018-05-29,Civey,11952,0.025,http://www.spiegel.de/politik/deutschland/spd-in-sonntagsfrage-nur-noch-knapp-vor-der-afd-a-1210053.html,9.2,12,10.2,4.6,16.6,32.2,15.2
2018-06-01,Forsa,2506,0.019,NA,8,12,10,5,18,34,13
2018-06-04,"INSA YouGov",2067,0.02,NA,8,11,11.5,4.5,17,32,16
2018-06-06,Emnid,1950,0.021,NA,8,12,11,4,19,32,14
2018-06-07,"FG Wahlen",1284,0.026,NA,8,13,10,3,20,33,13
2018-06-08,Forsa,2504,0.018,NA,9,12,10,5,18,33,13
2018-06-11,"INSA YouGov",2038,0.02,NA,8,11,12,5,17,31,16
2018-06-13,"Infratest dimap",1506,0.023,NA,8,13,10,5,18,31,15
2018-06-13,Forsa,1501,0.024,NA,9,12,8,6,18,34,13
2018-06-13,Emnid,2310,0.019,NA,8,11,11,4,18,33,15
2018-06-13,Allensbach,1279,0.026,NA,9.5,11,9.5,3,21,33,13
2018-06-15,Forsa,1001,0.028,NA,10,14,9,6,16,30,15
2018-06-18,"INSA YouGov",2060,0.02,NA,8,11,12,5,19,29,16
2018-06-20,Emnid,2336,0.019,NA,9,12,10,4,18,31,16
2018-06-22,Forsa,2503,0.018,NA,9,13,10,6,17,30,15
2018-06-25,"INSA YouGov",2036,0.02,NA,9,11,11,4.5,19.5,29,16
2018-06-26,YouGov/RND,1525,0.023,http://www.wahlrecht.de/umfragen/yougov.htm,10,12,11,4,17,30,16
2018-06-26,"Infratest dimap",1025,0.029,NA,8,13,9,5,19,32,14
2018-06-26,Civey,10033,0.025,http://www.spiegel.de/politik/deutschland/cdu-und-csu-fallen-unter-30-prozent-in-spon-umfrage-a-1215135.html,8.7,12.7,10.1,4.9,17.7,29.8,16.1
2018-06-28,"FG Wahlen",1290,0.025,NA,9,14,10,3,18,32,14
2018-06-28,Emnid,1954,0.021,NA,9,12,9,5,19,32,14
2018-06-29,Forsa,2508,0.018,NA,10,12,10,5,17,31,15
2018-07-02,"INSA YouGov",2089,0.019,NA,9,12,11,3.5,19,29,16.5
2018-07-04,"Infratest dimap",1505,0.023,NA,8,14,9,5,18,30,16
2018-07-04,Emnid,1894,0.021,NA,9,12,9,6,17,30,17
2018-07-06,Forsa,2502,0.018,NA,10,13,9,5,17,30,16
2018-07-09,"INSA YouGov",2061,0.02,NA,9.5,12,11,4,17,29,17.5
2018-07-11,GMS,1006,0.028,NA,9,12,10,5,17,30,17
2018-07-11,Emnid,2368,0.018,NA,9,12,10,5,18,30,16
2018-07-12,"FG Wahlen",1340,0.025,NA,7,14,11,4,18,31,15
2018-07-12,Allensbach,1295,0.025,NA,9.5,12,9,4,20,30.5,15
2018-07-13,Forsa,2505,0.018,NA,9,13,9,5,17,31,16
2018-07-16,"INSA YouGov",2084,0.019,NA,9.5,13,10,4,17,29,17.5
2018-07-18,Emnid,2476,0.018,NA,9,12,10,5,19,30,15
2018-07-20,Forsa,2505,0.018,NA,8,13,10,5,18,31,15
2018-07-23,"INSA YouGov",2056,0.025,NA,9,12,10.5,4,18,29,17.5
2018-07-24,YouGov,1520,0.023,http://www.wahlrecht.de/umfragen/yougov.htm,9,12,11,4,17,30,17
2018-07-25,"Infratest dimap",1047,0.028,NA,8,15,8,5,18,30,16
2018-07-25,Emnid,2001,0.02,NA,9,14,10,5,18,29,15
2018-07-27,Forsa,2505,0.018,NA,9,13,9,5,18,32,14
2018-07-30,"INSA YouGov",2074,0.02,NA,9,12,10.5,4,18,29,17.5
